,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Sum
23762,25c8f882-464d-4465-9ed2-e7f7706c1775,intrigued,2020-09-05 0:56:08,audio,healthy eating,positive,45,,,,
23764,25c8f882-464d-4465-9ed2-e7f7706c1775,intrigued,2021-06-01 12:47:11,audio,healthy eating,positive,45,,,,
23770,25c8f882-464d-4465-9ed2-e7f7706c1775,intrigued,2020-08-03 1:46:04,audio,healthy eating,positive,45,,,,
23771,25c8f882-464d-4465-9ed2-e7f7706c1775,peeking,2020-09-02 21:07:06,audio,healthy eating,neutral,35,,,,
,,,,,,,,,,,
23769,25c8f882-464d-4465-9ed2-e7f7706c1775,scared,2021-04-17 2:41:21,audio,healthy eating,negative,15,,,,
23758,25c8f882-464d-4465-9ed2-e7f7706c1775,want,2020-10-31 8:53:34,audio,healthy eating,positive,70,,,,
23766,25c8f882-464d-4465-9ed2-e7f7706c1775,want,2020-09-09 23:14:21,audio,healthy eating,positive,70,,,,
20957,2664a681-e732-422f-b529-02fabb6ec9ab,adore,2020-09-16 7:59:49,audio,healthy eating,positive,72,,,,
20968,2664a681-e732-422f-b529-02fabb6ec9ab,adore,2020-08-13 14:03:24,audio,healthy eating,positive,72,,,,
20963,2664a681-e732-422f-b529-02fabb6ec9ab,cherish,2020-09-24 1:32:16,audio,healthy eating,positive,70,,,,
20969,2664a681-e732-422f-b529-02fabb6ec9ab,cherish,2021-04-20 17:48:27,audio,healthy eating,positive,70,,,,
20952,2664a681-e732-422f-b529-02fabb6ec9ab,disgust,2021-01-21 7:44:52,audio,healthy eating,negative,0,,,,
20954,2664a681-e732-422f-b529-02fabb6ec9ab,disgust,2020-12-08 20:39:30,audio,healthy eating,negative,0,,,,
20949,2664a681-e732-422f-b529-02fabb6ec9ab,dislike,2021-03-17 13:48:13,audio,healthy eating,negative,10,,,,
20961,2664a681-e732-422f-b529-02fabb6ec9ab,hate,2021-06-06 10:52:24,audio,healthy eating,negative,5,,,,
20967,2664a681-e732-422f-b529-02fabb6ec9ab,hate,2021-03-12 8:39:00,audio,healthy eating,negative,5,,,,
20970,2664a681-e732-422f-b529-02fabb6ec9ab,hate,2020-11-16 4:25:25,audio,healthy eating,negative,5,,,,
20950,2664a681-e732-422f-b529-02fabb6ec9ab,heart,2021-06-08 13:18:12,audio,healthy eating,positive,60,,,,
20956,2664a681-e732-422f-b529-02fabb6ec9ab,indifferent,2020-10-17 21:06:31,audio,healthy eating,neutral,20,,,,
,,,,,,,,,,,
20953,2664a681-e732-422f-b529-02fabb6ec9ab,interested,2021-04-27 23:17:45,audio,healthy eating,positive,30,,,,
20955,2664a681-e732-422f-b529-02fabb6ec9ab,intrigued,2020-09-20 7:12:53,audio,healthy eating,positive,45,,,,
20964,2664a681-e732-422f-b529-02fabb6ec9ab,peeking,2020-11-09 2:01:15,audio,healthy eating,neutral,35,,,,
20965,2664a681-e732-422f-b529-02fabb6ec9ab,peeking,2021-04-30 14:16:10,audio,healthy eating,neutral,35,,,,
20958,2664a681-e732-422f-b529-02fabb6ec9ab,super love,2021-02-13 17:44:47,audio,healthy eating,positive,75,,,,
20959,2664a681-e732-422f-b529-02fabb6ec9ab,super love,2021-01-02 1:14:10,audio,healthy eating,positive,75,,,,
20962,2664a681-e732-422f-b529-02fabb6ec9ab,super love,2020-08-01 8:48:50,audio,healthy eating,positive,75,,,,
20966,2664a681-e732-422f-b529-02fabb6ec9ab,super love,2020-07-02 19:08:24,audio,healthy eating,positive,75,,,,
20951,2664a681-e732-422f-b529-02fabb6ec9ab,want,2021-03-14 1:20:50,audio,healthy eating,positive,70,,,,
20960,2664a681-e732-422f-b529-02fabb6ec9ab,want,2021-03-02 6:14:01,audio,healthy eating,positive,70,,,,
23654,2669dbfc-65d4-4770-a916-e6507f881131,adore,2021-06-16 22:43:43,photo,science,positive,72,,,,
23666,2669dbfc-65d4-4770-a916-e6507f881131,adore,2021-03-18 4:12:40,photo,science,positive,72,,,,
23644,2669dbfc-65d4-4770-a916-e6507f881131,cherish,2020-07-26 0:46:26,photo,science,positive,70,,,,
23643,2669dbfc-65d4-4770-a916-e6507f881131,disgust,2021-03-10 12:23:26,photo,science,negative,0,,,,
23649,2669dbfc-65d4-4770-a916-e6507f881131,disgust,2020-12-08 21:47:57,photo,science,negative,0,,,,
23650,2669dbfc-65d4-4770-a916-e6507f881131,disgust,2020-10-07 16:21:24,photo,science,negative,0,,,,
23651,2669dbfc-65d4-4770-a916-e6507f881131,disgust,2020-12-06 18:52:32,photo,science,negative,0,,,,
23674,2669dbfc-65d4-4770-a916-e6507f881131,disgust,2020-10-05 23:15:05,photo,science,negative,0,,,,
23656,2669dbfc-65d4-4770-a916-e6507f881131,dislike,2020-06-26 23:55:37,photo,science,negative,10,,,,
23664,2669dbfc-65d4-4770-a916-e6507f881131,dislike,2020-07-22 3:37:30,photo,science,negative,10,,,,
23642,2669dbfc-65d4-4770-a916-e6507f881131,hate,2021-04-24 10:08:08,photo,science,negative,5,,,,
23646,2669dbfc-65d4-4770-a916-e6507f881131,hate,2021-03-20 6:07:31,photo,science,negative,5,,,,
23660,2669dbfc-65d4-4770-a916-e6507f881131,hate,2021-06-16 8:18:06,photo,science,negative,5,,,,
23645,2669dbfc-65d4-4770-a916-e6507f881131,heart,2021-04-07 0:16:07,photo,science,positive,60,,,,
23653,2669dbfc-65d4-4770-a916-e6507f881131,heart,2021-06-12 1:21:32,photo,science,positive,60,,,,
23658,2669dbfc-65d4-4770-a916-e6507f881131,heart,2021-01-09 0:56:34,photo,science,positive,60,,,,
23669,2669dbfc-65d4-4770-a916-e6507f881131,heart,2021-02-06 19:42:20,photo,science,positive,60,,,,
23672,2669dbfc-65d4-4770-a916-e6507f881131,heart,2020-12-23 11:42:37,photo,science,positive,60,,,,
23655,2669dbfc-65d4-4770-a916-e6507f881131,interested,2020-09-15 22:18:32,photo,science,positive,30,,,,
23661,2669dbfc-65d4-4770-a916-e6507f881131,interested,2021-06-09 4:54:31,photo,science,positive,30,,,,
,,,,,,,,,,,
23662,2669dbfc-65d4-4770-a916-e6507f881131,interested,2021-01-04 2:32:13,photo,science,positive,30,,,,
23663,2669dbfc-65d4-4770-a916-e6507f881131,interested,2021-02-19 11:37:22,photo,science,positive,30,,,,
23668,2669dbfc-65d4-4770-a916-e6507f881131,interested,2020-08-15 14:30:32,photo,science,positive,30,,,,
23652,2669dbfc-65d4-4770-a916-e6507f881131,love,2020-10-02 2:09:40,photo,science,positive,65,,,,
23670,2669dbfc-65d4-4770-a916-e6507f881131,peeking,2021-02-16 22:41:25,photo,science,neutral,35,,,,
23641,2669dbfc-65d4-4770-a916-e6507f881131,scared,2020-08-03 15:29:32,photo,science,negative,15,,,,
23648,2669dbfc-65d4-4770-a916-e6507f881131,scared,2020-09-07 7:40:44,photo,science,negative,15,,,,
23657,2669dbfc-65d4-4770-a916-e6507f881131,scared,2020-10-21 17:32:30,photo,science,negative,15,,,,
23659,2669dbfc-65d4-4770-a916-e6507f881131,scared,2020-10-10 20:22:06,photo,science,negative,15,,,,
23665,2669dbfc-65d4-4770-a916-e6507f881131,super love,2021-03-14 1:53:38,photo,science,positive,75,,,,
23671,2669dbfc-65d4-4770-a916-e6507f881131,super love,2021-03-08 22:00:03,photo,science,positive,75,,,,
23673,2669dbfc-65d4-4770-a916-e6507f881131,super love,2020-11-02 3:17:32,photo,science,positive,75,,,,
23647,2669dbfc-65d4-4770-a916-e6507f881131,want,2021-05-14 4:33:10,photo,science,positive,70,,,,
23667,2669dbfc-65d4-4770-a916-e6507f881131,worried,2020-09-24 18:01:53,photo,science,negative,12,,,,
6921,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,adore,2021-03-15 13:29:06,photo,dogs,positive,72,,,,
6920,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,heart,2020-10-05 14:11:03,photo,dogs,positive,60,,,,
6922,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,scared,2021-04-14 8:02:04,photo,dogs,negative,15,,,,
15786,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,cherish,2021-05-27 11:48:39,audio,healthy eating,positive,70,,,,
15774,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,disgust,2020-09-26 8:28:05,audio,healthy eating,negative,0,,,,
15784,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,disgust,2020-10-07 13:34:01,audio,healthy eating,negative,0,,,,
15787,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,disgust,2021-05-29 19:18:52,audio,healthy eating,negative,0,,,,
15796,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,disgust,2021-05-22 16:17:46,audio,healthy eating,negative,0,,,,
15800,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,disgust,2021-02-01 12:37:14,audio,healthy eating,negative,0,,,,
15780,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,dislike,2020-11-14 0:40:43,audio,healthy eating,negative,10,,,,
15775,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,hate,2020-07-31 12:41:53,audio,healthy eating,negative,5,,,,
15790,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,heart,2021-03-06 19:39:03,audio,healthy eating,positive,60,,,,
15801,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,heart,2020-09-16 17:49:36,audio,healthy eating,positive,60,,,,
15776,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,interested,2021-01-20 20:50:56,audio,healthy eating,positive,30,,,,
15778,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,interested,2021-03-31 15:46:47,audio,healthy eating,positive,30,,,,
15791,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,interested,2021-02-17 8:03:31,audio,healthy eating,positive,30,,,,
15793,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,interested,2021-06-08 23:03:53,audio,healthy eating,positive,30,,,,
15798,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,interested,2020-11-21 9:19:55,audio,healthy eating,positive,30,,,,
15777,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,2021-06-10 0:55:33,audio,healthy eating,positive,45,,,,
15785,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,2020-10-24 1:16:10,audio,healthy eating,positive,45,,,,
15788,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,2021-06-06 3:01:38,audio,healthy eating,positive,45,,,,
15773,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,love,2020-06-21 4:51:03,audio,healthy eating,positive,65,,,,
15783,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,love,2020-08-26 3:49:43,audio,healthy eating,positive,65,,,,
15794,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,love,2021-05-07 5:04:51,audio,healthy eating,positive,65,,,,
,,,,,,,,,,,
15779,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,peeking,2020-09-10 13:07:46,audio,healthy eating,neutral,35,,,,
15781,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,peeking,2020-12-28 2:43:49,audio,healthy eating,neutral,35,,,,
15772,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,super love,2020-10-15 8:55:48,audio,healthy eating,positive,75,,,,
15795,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,super love,2020-10-15 16:55:48,audio,healthy eating,positive,75,,,,
15799,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,super love,2020-08-15 17:46:36,audio,healthy eating,positive,75,,,,
15782,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2020-07-22 11:52:15,audio,healthy eating,positive,70,,,,
15789,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2021-05-03 3:36:51,audio,healthy eating,positive,70,,,,
15792,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2021-02-25 2:30:17,audio,healthy eating,positive,70,,,,
15797,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2021-02-22 10:47:50,audio,healthy eating,positive,70,,,,
25094,26c02731-b5d8-4ad3-99a2-5e589e107937,cherish,2021-04-25 18:57:59,video,studying,positive,70,,,,
25095,26c02731-b5d8-4ad3-99a2-5e589e107937,cherish,2020-12-05 17:38:16,video,studying,positive,70,,,,
25081,26c02731-b5d8-4ad3-99a2-5e589e107937,disgust,2021-04-20 6:23:02,video,studying,negative,0,,,,
25082,26c02731-b5d8-4ad3-99a2-5e589e107937,dislike,2021-05-04 23:34:24,video,studying,negative,10,,,,
25077,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,2020-12-31 6:24:33,video,studying,positive,60,,,,
25080,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,2021-06-13 23:51:07,video,studying,positive,60,,,,
25090,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,2021-02-28 16:00:52,video,studying,positive,60,,,,
25092,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,2021-05-15 17:03:23,video,studying,positive,60,,,,
25083,26c02731-b5d8-4ad3-99a2-5e589e107937,interested,2021-05-10 23:18:13,video,studying,positive,30,,,,
,,,,,,,,,,,
25086,26c02731-b5d8-4ad3-99a2-5e589e107937,intrigued,2021-01-29 2:51:04,video,studying,positive,45,,,,
25088,26c02731-b5d8-4ad3-99a2-5e589e107937,like,2021-04-25 0:04:36,video,studying,positive,50,,,,
25097,26c02731-b5d8-4ad3-99a2-5e589e107937,love,2020-07-19 11:39:33,video,studying,positive,65,,,,
25087,26c02731-b5d8-4ad3-99a2-5e589e107937,peeking,2021-03-30 21:16:04,video,studying,neutral,35,,,,
25079,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,2020-12-20 3:35:47,video,studying,negative,15,,,,
25085,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,2020-07-25 11:09:53,video,studying,negative,15,,,,
25091,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,2021-03-07 2:26:55,video,studying,negative,15,,,,
25078,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,2021-02-12 22:53:29,video,studying,positive,75,,,,
25089,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,2020-11-27 10:51:30,video,studying,positive,75,,,,
25093,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,2021-05-10 21:55:56,video,studying,positive,75,,,,
25096,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,2020-08-05 17:04:21,video,studying,positive,75,,,,
25084,26c02731-b5d8-4ad3-99a2-5e589e107937,worried,2020-07-25 8:55:23,video,studying,negative,12,,,,
8248,26ea4466-0d88-482a-afab-e502beb4a316,adore,2020-09-27 22:56:37,video,Fitness,positive,72,,,,
8256,26ea4466-0d88-482a-afab-e502beb4a316,cherish,2020-11-26 4:41:10,video,Fitness,positive,70,,,,
8262,26ea4466-0d88-482a-afab-e502beb4a316,disgust,2020-08-21 15:44:22,video,Fitness,negative,0,,,,
8269,26ea4466-0d88-482a-afab-e502beb4a316,disgust,2020-10-04 22:32:13,video,Fitness,negative,0,,,,
8285,26ea4466-0d88-482a-afab-e502beb4a316,disgust,2020-07-19 12:18:19,video,Fitness,negative,0,,,,
8249,26ea4466-0d88-482a-afab-e502beb4a316,dislike,2020-12-05 2:24:00,video,Fitness,negative,10,,,,
8260,26ea4466-0d88-482a-afab-e502beb4a316,dislike,2020-10-09 8:25:37,video,Fitness,negative,10,,,,
8265,26ea4466-0d88-482a-afab-e502beb4a316,dislike,2020-11-01 23:15:42,video,Fitness,negative,10,,,,
8268,26ea4466-0d88-482a-afab-e502beb4a316,dislike,2020-08-03 19:50:26,video,Fitness,negative,10,,,,
8281,26ea4466-0d88-482a-afab-e502beb4a316,dislike,2021-04-28 13:08:54,video,Fitness,negative,10,,,,
8267,26ea4466-0d88-482a-afab-e502beb4a316,hate,2020-12-17 5:55:01,video,Fitness,negative,5,,,,
8272,26ea4466-0d88-482a-afab-e502beb4a316,hate,2021-01-12 7:27:33,video,Fitness,negative,5,,,,
8271,26ea4466-0d88-482a-afab-e502beb4a316,heart,2021-06-10 23:46:59,video,Fitness,positive,60,,,,
8257,26ea4466-0d88-482a-afab-e502beb4a316,indifferent,2020-06-18 22:04:05,video,Fitness,neutral,20,,,,
8273,26ea4466-0d88-482a-afab-e502beb4a316,indifferent,2020-07-08 4:46:48,video,Fitness,neutral,20,,,,
8253,26ea4466-0d88-482a-afab-e502beb4a316,interested,2020-08-30 23:41:41,video,Fitness,positive,30,,,,
8282,26ea4466-0d88-482a-afab-e502beb4a316,interested,2021-01-08 20:26:13,video,Fitness,positive,30,,,,
8266,26ea4466-0d88-482a-afab-e502beb4a316,intrigued,2021-04-01 23:43:42,video,Fitness,positive,45,,,,
8275,26ea4466-0d88-482a-afab-e502beb4a316,intrigued,2020-12-25 2:35:22,video,Fitness,positive,45,,,,
8274,26ea4466-0d88-482a-afab-e502beb4a316,like,2021-03-21 10:39:55,video,Fitness,positive,50,,,,
8280,26ea4466-0d88-482a-afab-e502beb4a316,like,2021-04-11 7:36:56,video,Fitness,positive,50,,,,
,,,,,,,,,,,
8264,26ea4466-0d88-482a-afab-e502beb4a316,love,2020-11-24 14:25:22,video,Fitness,positive,65,,,,
8279,26ea4466-0d88-482a-afab-e502beb4a316,love,2021-02-18 10:42:18,video,Fitness,positive,65,,,,
8283,26ea4466-0d88-482a-afab-e502beb4a316,love,2021-04-05 17:39:16,video,Fitness,positive,65,,,,
8251,26ea4466-0d88-482a-afab-e502beb4a316,peeking,2020-11-23 10:38:15,video,Fitness,neutral,35,,,,
8252,26ea4466-0d88-482a-afab-e502beb4a316,peeking,2020-11-30 19:53:49,video,Fitness,neutral,35,,,,
8263,26ea4466-0d88-482a-afab-e502beb4a316,peeking,2020-10-25 20:12:35,video,Fitness,neutral,35,,,,
8254,26ea4466-0d88-482a-afab-e502beb4a316,scared,2020-07-21 1:55:42,video,Fitness,negative,15,,,,
8261,26ea4466-0d88-482a-afab-e502beb4a316,scared,2021-05-04 0:34:43,video,Fitness,negative,15,,,,
8284,26ea4466-0d88-482a-afab-e502beb4a316,scared,2020-11-12 19:48:12,video,Fitness,negative,15,,,,
8255,26ea4466-0d88-482a-afab-e502beb4a316,super love,2021-06-12 9:52:27,video,Fitness,positive,75,,,,
8277,26ea4466-0d88-482a-afab-e502beb4a316,super love,2021-04-02 21:12:00,video,Fitness,positive,75,,,,
8250,26ea4466-0d88-482a-afab-e502beb4a316,worried,2021-02-23 15:32:20,video,Fitness,negative,12,,,,
8258,26ea4466-0d88-482a-afab-e502beb4a316,worried,2020-08-23 23:01:08,video,Fitness,negative,12,,,,
8259,26ea4466-0d88-482a-afab-e502beb4a316,worried,2020-08-16 11:21:12,video,Fitness,negative,12,,,,
8270,26ea4466-0d88-482a-afab-e502beb4a316,worried,2020-10-18 5:02:03,video,Fitness,negative,12,,,,
8276,26ea4466-0d88-482a-afab-e502beb4a316,worried,2020-07-24 8:27:00,video,Fitness,negative,12,,,,
8278,26ea4466-0d88-482a-afab-e502beb4a316,worried,2021-03-24 1:38:08,video,Fitness,negative,12,,,,
14327,27026304-2cb5-4d64-9959-9ff0328aaa03,disgust,2021-03-25 9:59:58,GIF,dogs,negative,0,,,,
14335,27026304-2cb5-4d64-9959-9ff0328aaa03,disgust,2020-09-23 14:52:22,GIF,dogs,negative,0,,,,
14321,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,2021-03-01 5:56:40,GIF,dogs,negative,10,,,,
14322,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,2020-09-27 16:34:51,GIF,dogs,negative,10,,,,
14325,27026304-2cb5-4d64-9959-9ff0328aaa03,hate,2020-07-21 21:38:39,GIF,dogs,negative,5,,,,
14326,27026304-2cb5-4d64-9959-9ff0328aaa03,hate,2020-10-19 21:50:19,GIF,dogs,negative,5,,,,
14323,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,2020-10-30 16:52:32,GIF,dogs,positive,60,,,,
14332,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,2020-09-03 6:45:24,GIF,dogs,positive,60,,,,
,,,,,,,,,,,
14336,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,2021-01-12 5:05:44,GIF,dogs,positive,60,,,,
14328,27026304-2cb5-4d64-9959-9ff0328aaa03,interested,2020-12-19 0:43:09,GIF,dogs,positive,30,,,,
14333,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,2020-08-17 15:57:28,GIF,dogs,positive,45,,,,
14334,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,2021-02-15 9:21:24,GIF,dogs,positive,45,,,,
14324,27026304-2cb5-4d64-9959-9ff0328aaa03,love,2020-11-09 19:15:34,GIF,dogs,positive,65,,,,
14330,27026304-2cb5-4d64-9959-9ff0328aaa03,peeking,2020-08-08 13:17:00,GIF,dogs,neutral,35,,,,
14329,27026304-2cb5-4d64-9959-9ff0328aaa03,scared,2021-04-14 14:47:35,GIF,dogs,negative,15,,,,
14331,27026304-2cb5-4d64-9959-9ff0328aaa03,super love,2021-01-08 2:15:06,GIF,dogs,positive,75,,,,
16687,273cb565-8c43-428e-bd2b-46ae0c2ae046,disgust,2021-01-06 7:20:00,GIF,animals,negative,0,,,,
16674,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,2021-05-20 2:54:55,GIF,animals,negative,10,,,,
16677,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,2021-05-23 23:11:48,GIF,animals,negative,10,,,,
16689,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,2020-09-09 16:50:28,GIF,animals,negative,10,,,,
,,,,,,,,,,,
16670,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,2020-12-24 13:49:59,GIF,animals,negative,5,,,,
16683,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,2021-06-17 13:00:05,GIF,animals,negative,5,,,,
16688,273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,2021-02-27 11:39:34,GIF,animals,negative,5,,,,
16676,273cb565-8c43-428e-bd2b-46ae0c2ae046,heart,2020-08-11 23:23:40,GIF,animals,positive,60,,,,
16673,273cb565-8c43-428e-bd2b-46ae0c2ae046,indifferent,2021-04-15 5:24:38,GIF,animals,neutral,20,,,,
16675,273cb565-8c43-428e-bd2b-46ae0c2ae046,indifferent,2021-03-12 23:18:53,GIF,animals,neutral,20,,,,
16672,273cb565-8c43-428e-bd2b-46ae0c2ae046,interested,2020-12-16 20:19:56,GIF,animals,positive,30,,,,
16678,273cb565-8c43-428e-bd2b-46ae0c2ae046,interested,2020-06-30 5:47:27,GIF,animals,positive,30,,,,
16669,273cb565-8c43-428e-bd2b-46ae0c2ae046,love,2021-05-24 13:39:49,GIF,animals,positive,65,,,,
16679,273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,2020-12-19 12:23:12,GIF,animals,neutral,35,,,,
16682,273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,2021-01-06 20:43:54,GIF,animals,neutral,35,,,,
16685,273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,2020-11-13 1:34:02,GIF,animals,neutral,35,,,,
16671,273cb565-8c43-428e-bd2b-46ae0c2ae046,scared,2020-06-27 3:16:55,GIF,animals,negative,15,,,,
16686,273cb565-8c43-428e-bd2b-46ae0c2ae046,scared,2020-12-26 16:36:22,GIF,animals,negative,15,,,,
16684,273cb565-8c43-428e-bd2b-46ae0c2ae046,want,2020-10-18 20:30:22,GIF,animals,positive,70,,,,
16680,273cb565-8c43-428e-bd2b-46ae0c2ae046,worried,2020-08-22 16:59:37,GIF,animals,negative,12,,,,
16681,273cb565-8c43-428e-bd2b-46ae0c2ae046,worried,2020-09-05 0:42:38,GIF,animals,negative,12,,,,
23431,2771fa81-b26c-4e11-86ac-90e85faf4981,adore,2020-09-03 22:52:33,video,dogs,positive,72,,,,
23433,2771fa81-b26c-4e11-86ac-90e85faf4981,cherish,2020-07-09 6:25:16,video,dogs,positive,70,,,,
23439,2771fa81-b26c-4e11-86ac-90e85faf4981,disgust,2021-03-18 11:38:33,video,dogs,negative,0,,,,
23444,2771fa81-b26c-4e11-86ac-90e85faf4981,disgust,2021-02-27 18:27:45,video,dogs,negative,0,,,,
23427,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,2020-07-05 8:31:19,video,dogs,negative,10,,,,
23435,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,2020-11-08 7:22:11,video,dogs,negative,10,,,,
23428,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,2021-04-24 3:30:22,video,dogs,negative,5,,,,
23429,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,2020-09-30 21:04:29,video,dogs,negative,5,,,,
23434,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,2020-10-15 20:22:22,video,dogs,negative,5,,,,
23430,2771fa81-b26c-4e11-86ac-90e85faf4981,heart,2020-08-17 18:45:43,video,dogs,positive,60,,,,
23446,2771fa81-b26c-4e11-86ac-90e85faf4981,heart,2020-08-18 4:37:48,video,dogs,positive,60,,,,
23436,2771fa81-b26c-4e11-86ac-90e85faf4981,indifferent,2020-07-05 18:35:19,video,dogs,neutral,20,,,,
23438,2771fa81-b26c-4e11-86ac-90e85faf4981,interested,2020-11-19 12:19:21,video,dogs,positive,30,,,,
23440,2771fa81-b26c-4e11-86ac-90e85faf4981,love,2020-09-21 6:20:02,video,dogs,positive,65,,,,
23443,2771fa81-b26c-4e11-86ac-90e85faf4981,peeking,2021-04-14 18:51:16,video,dogs,neutral,35,,,,
23426,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,2021-01-12 19:42:29,video,dogs,negative,15,,,,
23432,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,2021-04-25 5:28:03,video,dogs,negative,15,,,,
23441,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,2021-06-04 17:46:24,video,dogs,negative,15,,,,
23437,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,2021-01-19 11:14:52,video,dogs,negative,12,,,,
23442,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,2020-08-23 3:53:18,video,dogs,negative,12,,,,
23445,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,2021-05-18 13:39:13,video,dogs,negative,12,,,,
18807,279fdb2b-e9ca-4531-b55f-c8fe294083cd,adore,2020-11-21 1:01:33,video,Healthy Eating,positive,72,,,,
18805,279fdb2b-e9ca-4531-b55f-c8fe294083cd,heart,2021-03-02 17:11:25,video,Healthy Eating,positive,60,,,,
18802,279fdb2b-e9ca-4531-b55f-c8fe294083cd,indifferent,2021-06-10 6:48:54,video,Healthy Eating,neutral,20,,,,
18806,279fdb2b-e9ca-4531-b55f-c8fe294083cd,interested,2020-11-09 11:39:50,video,Healthy Eating,positive,30,,,,
18803,279fdb2b-e9ca-4531-b55f-c8fe294083cd,intrigued,2020-07-03 1:46:03,video,Healthy Eating,positive,45,,,,
18804,279fdb2b-e9ca-4531-b55f-c8fe294083cd,intrigued,2021-06-04 22:07:24,video,Healthy Eating,positive,45,,,,
17705,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,2021-01-01 7:25:49,photo,travel,positive,72,,,,
17718,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,2020-07-18 8:41:04,photo,travel,positive,72,,,,
17728,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,2021-01-17 16:00:17,photo,travel,positive,72,,,,
17713,27e2cea3-b408-4e66-801b-29fdf7c03b05,cherish,2020-12-18 2:14:34,photo,travel,positive,70,,,,
,,,,,,,,,,,
17722,27e2cea3-b408-4e66-801b-29fdf7c03b05,cherish,2021-06-18 3:48:37,photo,travel,positive,70,,,,
17725,27e2cea3-b408-4e66-801b-29fdf7c03b05,disgust,2020-08-12 10:00:19,photo,travel,negative,0,,,,
